Date,Open,High,Low,Close,Adj Close,Volume,50_MA,200_MA,Scaled_Close
2008-01-02,75.73999786376953,75.73999786376953,75.73999786376953,75.73999786376953,72.93457794189453,0,,,0.3874893628293383
2008-01-03,75.3499984741211,75.3499984741211,75.3499984741211,75.3499984741211,72.55902862548828,0,,,0.3838097763642391
2008-01-04,74.4000015258789,74.4000015258789,74.4000015258789,74.4000015258789,71.64421844482422,0,,,0.37484669589432196
2008-01-07,74.4800033569336,74.4800033569336,74.4800033569336,74.4800033569336,71.72125244140625,0,,,0.375601501318498
2008-01-08,74.80000305175781,74.80000305175781,74.80000305175781,74.80000305175781,72.02941131591797,0,,,0.378620651032995
2008-01-09,74.16000366210938,74.16000366210938,74.16000366210938,74.16000366210938,71.4131088256836,0,,,0.3725823516040011
2008-01-10,73.48999786376953,73.48999786376953,73.48999786376953,73.48999786376953,70.7679214477539,0,,,0.3662609461542857
2008-01-11,73.54000091552734,73.54000091552734,73.54000091552734,73.54000091552734,70.81607055664062,0,,,0.3667327175399475
2008-01-14,73.66999816894531,73.66999816894531,73.66999816894531,73.66999816894531,70.94125366210938,0,,,0.3679592223675783
2008-01-15,72.08999633789062,72.08999633789062,72.08999633789062,72.08999633789062,69.41976928710938,0,,,0.35305213916003386
2008-01-16,71.19000244140625,71.19000244140625,71.19000244140625,71.19000244140625,68.5531234741211,0,,,0.34456083007577853
2008-01-17,70.63999938964844,70.63999938964844,70.63999938964844,70.63999938964844,68.02348327636719,0,,,0.3393716327623272
2008-01-18,69.69000244140625,69.69000244140625,69.69000244140625,69.69000244140625,67.10868072509766,0,,,0.33040855229241006
2008-01-21,64.69999694824219,64.69999694824219,64.69999694824219,64.69999694824219,62.303497314453125,0,,,0.28332858970588215
2008-01-22,64.5,64.5,64.5,64.5,62.11091232299805,0,,,0.28144164812764916
2008-01-23,61.34999847412109,61.34999847412109,61.34999847412109,61.34999847412109,59.07758712768555,0,,,0.25172185038613404
2008-01-24,64.98999786376953,64.98999786376953,64.98999786376953,64.98999786376953,62.582763671875,0,,,0.2860647053818648
2008-01-25,64.94999694824219,64.94999694824219,64.94999694824219,64.94999694824219,62.544246673583984,0,,,0.2856873026697768
2008-01-28,64.97000122070312,64.97000122070312,64.97000122070312,64.97000122070312,62.56350326538086,0,,,0.28587604001692446
2008-01-29,65.66999816894531,65.66999816894531,65.66999816894531,65.66999816894531,63.23757553100586,0,,,0.2924804075229468
2008-01-30,65.51000213623047,65.51000213623047,65.51000213623047,65.51000213623047,63.08350372314453,0,,,0.2909708686568019
2008-01-31,65.27999877929688,65.27999877929688,65.27999877929688,65.27999877929688,62.86201858520508,0,,,0.28880082105784755
2008-02-01,66.38999938964844,66.38999938964844,66.38999938964844,66.38999938964844,63.93091583251953,0,,,0.29927351237611677
2008-02-04,66.69999694824219,66.69999694824219,66.69999694824219,66.69999694824219,64.22942352294922,0,,,0.30219829341703996
2008-02-05,64.44999694824219,64.44999694824219,64.44999694824219,64.44999694824219,62.06275939941406,0,,,0.28096987674198737
2008-02-06,65.23999786376953,65.23999786376953,65.23999786376953,65.23999786376953,62.82349395751953,0,,,0.2884234183457596
2008-02-07,64.1500015258789,64.1500015258789,64.1500015258789,64.1500015258789,61.77387619018555,0,,,0.278139464374638
2008-02-08,64.47000122070312,64.47000122070312,64.47000122070312,64.47000122070312,62.08202362060547,0,,,0.2811586140891349
2008-02-11,64.25,64.25,64.25,64.25,61.87017059326172,0,,,0.2790829351637545
2008-02-12,66.37999725341797,66.37999725341797,66.37999725341797,66.37999725341797,63.92127227783203,0,,,0.29917914370254295
2008-02-13,66.44000244140625,66.44000244140625,66.44000244140625,66.44000244140625,63.97906112670898,0,,,0.29974528376177856
2008-02-14,66.33000183105469,66.33000183105469,66.33000183105469,66.33000183105469,63.87312316894531,0,,,0.29870744429908835
2008-02-15,65.08999633789062,65.08999633789062,65.08999633789062,65.08999633789062,62.67905807495117,0,,,0.2870081761709813
2008-02-18,66.37999725341797,66.37999725341797,66.37999725341797,66.37999725341797,63.92127227783203,0,,,0.29917914370254295
2008-02-19,66.70999908447266,66.70999908447266,66.70999908447266,66.70999908447266,64.23905181884766,0,,,0.3022926620906138
2008-02-20,65.7300033569336,65.7300033569336,65.7300033569336,65.7300033569336,63.29534912109375,0,,,0.2930465475821824
2008-02-21,65.77999877929688,65.77999877929688,65.77999877929688,65.77999877929688,63.34350204467773,0,,,0.2935182469856371
2008-02-22,64.83999633789062,64.83999633789062,64.83999633789062,64.83999633789062,62.43831634521485,0,,,0.2846494632070866
2008-02-25,65.56999969482422,65.56999969482422,65.56999969482422,65.56999969482422,63.14128494262695,0,,,0.2915369367338303
2008-02-26,66.55000305175781,66.55000305175781,66.55000305175781,66.55000305175781,64.08497619628906,0,,,0.3007831232244689
2008-02-27,66.66999816894531,66.66999816894531,66.66999816894531,66.66999816894531,64.20053100585938,0,,,0.3019152593785257
2008-02-28,65.37999725341797,65.37999725341797,65.37999725341797,65.37999725341797,62.95831680297852,0,,,0.28974429184696404
2008-02-29,64.27999877929688,64.27999877929688,64.27999877929688,64.27999877929688,61.89906311035156,0,,,0.27936596920226864
2008-03-03,63.72999954223633,63.72999954223633,63.72999954223633,63.72999954223633,61.36943054199219,0,,,0.27417680787992094
2008-03-04,62.34999847412109,62.34999847412109,62.34999847412109,62.34999847412109,60.0405502319336,0,,,0.26115670224171295
